Temperature,Ice_Cream_Sales
14.9816047538945,196.81776013872104
38.02857225639664,236.71782968751072
29.279757672456203,427.27369660109014
23.946339367881464,170.00219302994606
6.240745617697461,434.8248424060857
6.239780813448106,
2.3233444867279784,388.39921860431537
34.647045830997406,423.7738165273682
24.04460046972835,90.90882641866938
28.322903111841818,215.17326618610022
,
38.79639408647977,353.30206449710886
33.29770563201687,267.6738840308284
8.493564427131046,317.6616733541605
7.272998688284025,98.24348347810557
7.336180394137353,105.87293102620976
12.169689718381509,20.748662754953184
20.990257265289515,161.03376759786485
17.27780074568463,279.87233066683746
11.649165607921677,
24.47411578889518,333.46372372934036
5.579754426081673,217.69816169987573
11.685785941408726,476.5600571970689
14.654473731747668,359.62260028791593
,465.082601431275
31.407038455720546,263.7939866360828
7.986951286334389,129.4521373965698
20.569377536544465,26.413343182360993
23.6965827544817,363.04242574192523
1.858016508799909,60.65149900276706
24.301794076057533,151.38756413598358
6.820964947491661,266.2354539419487
2.6020637194111806,282.20829388987386
37.95542149013333,300.291598493568
38.625281322982374,83.12766517485032
,189.86870241082437
12.184550766934827,308.59711355848333
3.906884560255355,484.9094323168924
27.369321060486275,363.81556884984434
,461.3018785469789
4.881529393791153,381.1060291570885
19.807076404450807,295.85848444620024
,96.01168456817227
36.372816083151285,333.34282594625654
10.351199264000677,311.6897829799535
26.50089137415928,301.23458522863325
12.468443043576439,244.89293399412037
20.802720847112433,264.3283019946378
21.868411173731186,167.22126355905203
7.394178221021082,259.6563463211516
38.783385110582344,98.77795283923912
31.005312934444582,402.5871986801884
37.579957662567566,
35.79309401710595,42.48314494473321
23.915999152443405,218.12301317857867
36.87496940092467,329.15371975303094
3.53970008207678,218.8584124667707
,138.3770659756543
1.8090915564215226,279.08559194522036
13.013213230530575,173.50116770609998
15.547091587579281,466.43384506331654
10.853961270955836,461.322569801786
33.14950036607718,251.18590998604773
14.270133067743572,163.94199700912927
11.23738038749523,368.56620697831954
21.70784332632994,18.35647174153332
5.636968998990506,
32.08787923016159,168.16169713516678
2.982025747190833,460.2679425512773
39.47547746402069,6.001513636341271
30.889790771866295,276.40743785917454
7.948627261366896,370.331790533313
0.22088468494409597,242.50899376202062
32.618457138193364,42.70151508136083
28.274293753904686,486.2306950139511
29.160286721639494,259.00521568804896
30.85081386743783,307.0931221595057
2.9617860693636144,118.30489135375366
14.338629141770905,
,214.57474597916092
,37.44792100099187
24.931925073102317,53.08017677373361
13.235920994105967,
2.5423340114409454,119.90997610329512
12.439292868626488,97.47913574931528
13.007332881069882,252.45572562506962
29.18424713352256,384.3735656812565
25.502298854208526,30.97325928949396
35.48850970305306,288.4039598191279
18.888597006477973,59.60522142028668
,
28.5297914889198,
30.431401944675898,417.0820541042207
,58.986241814030784
30.83868719818244,22.575682206145974
,218.94994357145615
20.909313175279763,421.9967359710124
17.101640734341984,131.20418824465096
1.0167650697638075,
4.315657079732178,19.961266281875613
1.25716742746937,224.53925706743794
25.456416450551217,288.8065403185668
12.574239243053068,285.4535268760724
,166.21334608718257
36.30265895704372,157.76659033156776
9.971689165954999,53.31180946829895
16.415316921425188,183.3991603231342
30.222045541721947,49.747334436482326
9.151926619664899,383.2979723560258
3.0791963931517197,483.13714887409293
11.590058116550722,485.0372283333534
6.448851490160177,432.5355496876969
37.18790609370292,300.39607466980954
32.32481518257668,350.43284862193997
25.33615026041694,142.60290134020704
34.85842360750871,315.38521008631034
32.14688307596458,227.82477471993872
7.4628023554414336,241.00866988846624
35.70235993959911,378.88828018757897
21.573689676626028,140.95917779862583
32.2976062065625,159.01980584725993
35.84365199693973,462.32089556431833
12.720138998874555,28.11214742548612
4.40207698110707,242.8171492066702
9.117406501677667,456.4004002039309
17.08431154505025,305.1815039090785
,273.20353710606605
34.429223330253734,124.8720896146776
0.27808522124762813,
20.42989210310263,426.02420790234646
16.69644012595116,279.6090658842291
8.88431241882921,257.37109687838995
4.794614693347312,49.78985677001446
13.504606856145118,8.01407822756156
37.71638815650077,
12.92811728083021,188.49308364342082
20.751624869734645,301.60653104975216
28.120758355807112,39.85753659364249
14.54518409517176,341.5571428615233
38.87128330883843,466.28335435298044
38.497891797684446,287.8326264987098
10.071291833014566,63.057661187705285
19.88994023569542,290.86076373673836
12.035132392670786,383.1736065523262
11.393619775098704,203.20826828700933
